"mouse","ensembl2","lower_anatomicalEntity"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10042","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000186868","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09995","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000186868","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10043","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000186868","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10743","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000186868","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10751","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000186868","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11200","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000176697","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC06212","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000176697","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC05932","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000176697","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11093","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000176697","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09349","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000073921","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09349","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000073921","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10700","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10700","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11518","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11518","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10043","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10043","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10701","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10041","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10041","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC06344","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC06344","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC06343","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC06343","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10042","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC10042","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC06342","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC06342","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000142192","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC-GD000020","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000143801","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC00951","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000080815","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC00951","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000080815","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC00952","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000080815","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC00952","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000080815","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11518","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000080815","http://purl.obolibrary.org/obo/UBERON_0000451"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11518","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000080815","http://purl.obolibrary.org/obo/UBERON_0013541"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC-GD000020","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000288674","http://purl.obolibrary.org/obo/UBERON_0000451"
